Date,MSFT|Buy&Hold,MSFT|SMA 50/200 (Golden Cross),MSFT|SMA 10/20 (backtesting.py),MSFT|RSI(2) MeanRev (Connors),MSFT|Bollinger MeanRev,MSFT|MACD Crossover,MSFT|Donchian Breakout (Turtle),NVDA|Buy&Hold,NVDA|SMA 50/200 (Golden Cross),NVDA|SMA 10/20 (backtesting.py),NVDA|RSI(2) MeanRev (Connors),NVDA|Bollinger MeanRev,NVDA|MACD Crossover,NVDA|Donchian Breakout (Turtle),TSLA|Buy&Hold,TSLA|SMA 50/200 (Golden Cross),TSLA|SMA 10/20 (backtesting.py),TSLA|RSI(2) MeanRev (Connors),TSLA|Bollinger MeanRev,TSLA|MACD Crossover,TSLA|Donchian Breakout (Turtle),AMZN|Buy&Hold,AMZN|SMA 50/200 (Golden Cross),AMZN|SMA 10/20 (backtesting.py),AMZN|RSI(2) MeanRev (Connors),AMZN|Bollinger MeanRev,AMZN|MACD Crossover,AMZN|Donchian Breakout (Turtle),GOOGL|Buy&Hold,GOOGL|SMA 50/200 (Golden Cross),GOOGL|SMA 10/20 (backtesting.py),GOOGL|RSI(2) MeanRev (Connors),GOOGL|Bollinger MeanRev,GOOGL|MACD Crossover,GOOGL|Donchian Breakout (Turtle),META|Buy&Hold,META|SMA 50/200 (Golden Cross),META|SMA 10/20 (backtesting.py),META|RSI(2) MeanRev (Connors),META|Bollinger MeanRev,META|MACD Crossover,META|Donchian Breakout (Turtle),JPM|Buy&Hold,JPM|SMA 50/200 (Golden Cross),JPM|SMA 10/20 (backtesting.py),JPM|RSI(2) MeanRev (Connors),JPM|Bollinger MeanRev,JPM|MACD Crossover,JPM|Donchian Breakout (Turtle),KO|Buy&Hold,KO|SMA 50/200 (Golden Cross),KO|SMA 10/20 (backtesting.py),KO|RSI(2) MeanRev (Connors),KO|Bollinger MeanRev,KO|MACD Crossover,KO|Donchian Breakout (Turtle),XOM|Buy&Hold,XOM|SMA 50/200 (Golden Cross),XOM|SMA 10/20 (backtesting.py),XOM|RSI(2) MeanRev (Connors),XOM|Bollinger MeanRev,XOM|MACD Crossover,XOM|Donchian Breakout (Turtle),JNJ|Buy&Hold,JNJ|SMA 50/200 (Golden Cross),JNJ|SMA 10/20 (backtesting.py),JNJ|RSI(2) MeanRev (Connors),JNJ|Bollinger MeanRev,JNJ|MACD Crossover,JNJ|Donchian Breakout (Turtle)
2021-03,1.46,1.46,2.14,1.91,1.99,-7.22,0.0,-2.64,-2.64,3.1,-5.27,6.53,0.0,0.0,-1.12,-1.12,-8.85,-0.33,4.75,-10.9,0.0,0.04,0.04,-0.59,-1.02,1.33,0.1,0.0,2.01,2.01,-3.32,0.0,4.16,0.0,0.0,14.33,14.33,5.36,2.78,3.1,11.13,5.41,3.44,3.44,3.44,1.97,0.0,2.49,2.53,8.49,8.49,8.49,3.57,0.0,8.49,4.54,2.69,2.69,3.28,1.48,0.0,8.66,4.44,3.72,3.72,2.59,-0.53,1.14,2.4,-0.4
2021-04,6.96,6.96,6.96,-0.18,0.0,4.93,4.93,12.45,12.45,12.45,0.0,0.0,15.18,12.39,6.21,6.21,1.02,4.74,0.0,3.86,-7.65,12.07,8.75,12.07,0.0,0.0,9.72,9.64,14.11,14.11,6.01,2.0,0.0,7.16,10.45,10.37,10.37,2.84,-0.03,0.0,2.45,1.14,1.63,1.63,-5.14,-0.07,5.2,0.0,0.0,2.41,2.41,2.41,1.17,0.0,-0.38,2.41,2.53,2.53,-2.93,5.16,0.0,-1.55,-1.55,-0.99,-0.99,-2.78,0.93,0.0,-4.68,-4.19
2021-05,-0.76,-0.76,-1.69,3.79,1.34,-0.86,0.0,8.23,8.23,-1.17,3.14,6.1,8.3,2.75,-11.87,-11.87,-5.1,-17.33,0.19,0.93,0.0,-7.05,-7.05,-8.03,-2.78,0.97,-4.53,-5.73,0.14,0.14,-5.62,3.45,4.75,-2.33,-3.59,1.12,1.12,-2.62,3.16,0.0,-4.78,-8.15,6.78,6.78,2.16,0.0,0.0,5.11,4.22,2.43,2.43,2.43,0.0,0.0,-0.41,2.43,3.46,3.46,3.74,0.0,0.0,4.49,4.49,4.66,4.66,4.66,1.47,0.0,1.3,4.33
2021-06,8.5,8.5,8.5,1.97,0.0,8.5,6.68,23.16,23.16,23.16,0.0,0.0,23.16,23.16,8.71,8.71,16.23,0.0,0.0,8.71,3.47,6.74,6.74,6.32,1.09,0.29,5.34,4.79,3.6,3.6,3.6,0.0,0.0,1.87,2.49,5.77,5.77,5.77,0.0,0.0,0.17,2.75,-5.3,-5.3,-5.56,-6.5,-1.34,0.36,-2.39,-1.4,-1.4,-0.63,-1.07,0.58,0.92,-0.43,8.07,8.07,1.48,5.51,0.0,-3.99,-5.88,-2.66,-2.66,-1.99,0.84,-0.53,0.0,0.0
2021-07,5.17,5.17,5.17,1.48,0.0,0.89,1.71,-2.52,-2.52,-7.0,2.24,0.0,-0.55,-0.85,1.1,-3.4,-5.27,3.85,0.0,-8.04,-5.27,-3.27,-3.27,5.47,2.1,0.0,1.42,-3.27,10.35,10.35,10.35,2.28,0.0,-0.16,6.94,2.47,2.47,-4.91,3.48,0.0,-4.31,-4.64,-1.86,-1.86,1.17,7.12,4.19,-6.79,0.0,5.4,5.4,1.32,0.34,0.6,4.63,1.32,-8.73,-8.73,-4.71,-5.98,0.38,-2.36,-2.76,4.53,4.53,2.47,1.46,-0.05,4.48,-1.16
2021-08,6.16,6.16,6.16,0.0,0.0,1.67,6.16,14.82,14.82,10.38,11.82,0.0,-2.82,1.26,7.06,0.61,-0.27,5.99,0.0,0.36,0.36,4.3,4.3,0.0,-1.95,-0.45,5.15,1.34,7.4,7.4,7.4,0.0,0.0,2.91,7.4,6.48,6.48,3.35,2.09,0.0,0.47,1.47,5.38,5.38,1.62,-0.3,0.68,0.93,0.38,-1.26,-1.26,-1.42,1.35,0.49,-1.68,-3.56,-3.86,-3.86,-2.49,-1.94,1.2,-4.52,0.0,1.14,1.14,1.14,-0.68,0.0,1.73,1.19
2021-09,-6.61,-6.61,0.92,-0.84,-4.25,-0.07,-5.07,-7.46,-7.46,-5.73,0.12,6.41,-0.98,-1.09,5.4,5.4,5.35,0.0,0.0,-2.84,-0.71,-5.35,-5.35,-1.91,1.35,-0.98,-3.36,-3.36,-7.62,-7.62,-4.18,2.46,-3.68,-0.75,-2.69,-10.54,-10.54,-5.82,-9.28,-4.63,-0.81,-1.49,2.34,2.34,-2.68,6.07,5.27,-0.16,-3.65,-6.12,-6.12,-1.05,-2.67,-3.07,0.0,0.0,7.89,7.89,1.23,0.0,1.51,7.89,-2.08,-6.72,-6.72,0.99,-1.04,-3.96,0.0,0.0
2021-10,17.63,17.63,8.96,2.5,4.53,12.41,8.96,23.42,23.42,14.64,1.68,4.92,17.51,12.61,43.65,43.65,43.65,0.0,0.0,37.85,43.65,2.66,2.66,-2.13,0.48,3.72,2.15,-2.2,10.75,10.75,3.64,9.22,4.1,-3.4,3.64,-4.66,-4.66,0.0,-3.25,2.54,-6.99,0.0,4.41,4.41,4.41,0.65,0.0,-2.94,-1.7,7.43,7.43,3.17,2.31,3.09,4.57,3.13,9.61,9.61,9.61,0.0,0.0,9.61,9.61,0.85,0.85,-0.56,0.0,1.42,-0.05,-0.78
2021-11,-0.13,-0.13,-0.13,1.92,0.0,1.29,-0.45,27.81,27.81,27.81,0.0,0.0,20.51,27.81,2.76,2.76,-1.63,6.3,0.0,-4.18,-9.08,3.99,3.99,3.99,0.02,0.0,-1.14,-0.86,-4.15,-4.15,-1.75,1.55,-0.25,-2.51,-4.01,0.28,0.28,0.84,0.0,1.93,-1.72,-6.69,-6.51,-6.51,-1.39,0.04,1.66,0.0,-1.29,-6.23,-6.23,-0.92,-0.7,-1.67,-0.32,-0.87,-5.93,-5.93,-3.36,3.95,-1.42,0.49,-4.68,-3.64,-0.06,-0.18,0.0,-2.41,0.2,-0.28
2021-12,1.73,1.73,-1.87,1.26,3.58,-1.84,0.0,-9.98,-9.98,-13.85,8.05,9.78,-0.05,-6.1,-7.69,-7.69,-2.48,5.21,0.0,-3.45,0.0,-4.93,-4.93,-3.39,2.53,0.0,0.0,-1.86,2.08,2.08,1.11,5.44,3.73,-5.44,0.0,3.66,1.58,-3.64,0.0,7.58,1.9,-2.94,-0.3,-0.3,0.0,3.76,-0.35,0.07,0.0,12.89,12.89,2.39,0.0,4.64,7.6,2.46,2.26,2.26,-1.52,1.5,9.29,-3.58,0.0,9.71,0.0,1.51,0.0,4.44,4.94,4.04
2022-01,-7.53,-7.53,-6.6,-2.22,-1.76,-2.22,0.0,-16.75,-16.75,-6.55,-1.07,-2.37,0.0,0.0,-11.36,-11.36,-5.87,-0.81,-0.81,-6.22,-14.49,-10.28,-16.08,0.0,0.0,-9.04,0.0,0.0,-6.59,-6.59,-4.7,-3.69,-1.84,0.05,0.0,-6.86,0.0,-0.64,0.0,-1.59,-3.67,-3.67,-5.59,-5.59,-13.12,0.0,2.06,-3.95,-9.42,3.04,3.04,3.04,1.37,0.0,2.97,1.22,24.14,24.14,15.16,0.0,0.0,24.14,19.49,0.71,-0.51,-3.45,-0.77,3.13,0.3,-0.8
2022-02,-3.72,-3.72,-1.56,0.0,6.5,-5.99,0.0,-0.41,-0.41,-6.55,-0.05,2.49,-11.4,0.0,-7.08,-7.08,0.0,7.1,4.23,-17.09,0.0,2.67,0.0,-3.38,0.0,5.34,-15.64,0.0,-0.18,-0.18,-6.84,0.0,1.68,-3.8,-10.54,-32.63,0.0,0.0,0.0,-9.71,-26.32,0.0,-4.58,1.67,-5.21,0.0,0.0,-2.63,0.0,2.02,2.02,0.94,3.77,0.0,-5.91,-2.1,4.38,4.38,0.85,1.7,0.0,4.09,3.76,-3.87,-3.87,-3.27,-1.49,2.08,-1.71,0.0
2022-03,3.19,-1.52,1.35,0.0,5.89,-2.34,2.57,11.92,11.92,2.01,0.0,14.61,4.63,3.1,23.8,23.8,16.93,0.0,1.04,13.54,18.96,6.14,0.0,0.88,0.0,11.27,2.43,1.03,2.97,-1.26,-0.62,0.0,5.47,-2.16,2.11,5.37,0.0,4.12,0.0,-3.55,5.37,2.66,-3.86,0.0,-3.15,0.0,-1.26,-1.55,0.0,0.38,0.38,-6.39,-3.52,3.96,-0.5,-6.09,5.32,5.32,-4.67,6.34,0.0,-10.92,-8.26,7.69,7.69,4.59,0.0,2.32,5.14,2.86
2022-04,-9.99,0.0,-8.56,0.0,-2.76,-2.3,-3.73,-32.03,-21.31,-19.72,-9.14,-15.42,-10.6,-10.6,-19.19,-19.19,-6.85,5.25,-0.7,-4.88,-9.48,-23.75,0.0,-7.54,0.0,-10.88,-2.65,-2.65,-17.95,0.0,-8.21,0.0,-11.47,-2.33,-1.86,-9.84,0.0,-5.26,0.0,-0.03,-3.36,-2.7,-11.79,0.0,-3.17,0.0,-6.28,-5.76,0.0,4.21,4.21,4.21,0.0,0.0,4.21,4.21,3.22,3.22,2.51,2.33,0.0,-2.07,-5.37,1.82,1.82,1.82,2.95,0.0,-4.04,1.82
2022-05,-1.81,0.0,0.0,0.0,8.0,-3.82,0.0,0.67,0.0,0.0,0.0,-3.8,-14.51,0.0,-12.92,-18.76,0.0,0.0,-12.92,-0.23,0.0,-3.28,0.0,0.0,0.0,-7.4,11.67,0.0,-0.3,0.0,0.0,0.0,-0.3,-7.65,0.0,-3.41,0.0,-3.32,0.0,5.26,-21.91,0.0,10.78,0.0,2.11,0.0,4.34,1.08,3.87,-1.9,-1.9,0.15,5.68,4.58,-9.02,-1.86,13.76,13.76,9.31,0.0,0.0,-2.28,5.71,0.12,0.12,-2.11,-0.33,0.0,-1.08,-1.25
2022-06,-5.53,0.0,-8.4,0.0,10.39,-11.68,0.0,-18.8,0.0,-20.44,0.0,0.0,-24.05,0.0,-11.19,0.0,-11.98,0.0,2.16,-11.19,0.0,-11.65,0.0,-15.46,0.0,0.0,-19.68,0.0,-4.22,0.0,-4.92,0.0,-0.05,-8.41,-7.69,-16.73,0.0,0.0,0.0,-8.21,-10.91,0.0,-14.84,0.0,-12.76,0.0,0.0,-9.63,-5.28,-0.02,-0.02,-0.67,-1.17,0.0,1.56,0.0,-10.79,-10.79,-4.76,-7.21,-0.6,-0.21,-0.21,-1.13,-1.13,-3.7,1.15,2.78,-3.0,-2.67
2022-07,9.31,0.0,1.19,0.0,0.0,-0.94,4.41,19.82,0.0,1.95,0.0,0.0,14.62,1.95,32.38,0.0,30.69,0.0,0.0,32.38,18.43,27.06,0.0,17.98,0.0,0.0,27.06,14.11,6.75,0.0,0.85,0.0,0.0,-4.56,-1.03,-1.33,0.0,-6.94,0.0,5.23,-1.33,-9.53,3.35,0.0,0.05,0.0,5.97,-3.99,0.0,2.0,2.0,-2.34,-0.4,0.0,1.08,-3.51,13.18,13.18,8.09,0.0,3.02,9.76,5.8,-1.68,-1.68,-1.9,2.91,1.6,-1.22,-0.98
2022-08,-6.67,0.0,-5.37,0.0,-2.52,-0.9,-0.9,-16.9,0.0,-6.26,0.0,-7.22,-6.7,-6.26,-7.25,0.0,-4.2,0.0,0.0,-5.69,-3.1,-6.06,0.0,-3.16,0.0,0.0,5.39,-1.33,-6.96,0.0,-6.16,0.0,-1.97,-1.89,-4.66,2.41,0.0,-5.05,0.0,0.0,-4.55,-0.05,-1.41,0.0,-0.87,0.0,0.0,0.09,-3.65,-3.83,-3.83,-4.4,-0.71,0.0,-1.63,-2.28,-0.42,-0.42,-3.6,3.8,0.0,-3.24,-0.42,-6.93,-6.93,0.0,0.0,-2.88,-5.37,0.0
2022-09,-10.93,0.0,0.0,0.0,-10.93,0.0,0.0,-19.55,0.0,0.0,0.0,-19.55,-4.74,0.0,-3.76,0.0,-12.6,0.0,0.0,-5.3,-6.72,-10.86,0.0,0.0,0.0,-4.72,0.0,0.0,-11.62,0.0,0.0,0.0,-11.62,0.0,0.0,-16.72,0.0,0.0,0.0,-7.3,-9.56,0.0,-8.12,0.0,-9.49,0.0,-4.3,-5.7,0.0,-8.56,-8.56,-0.05,0.92,-8.6,0.0,0.0,-8.66,-8.66,-0.32,0.24,1.77,-1.85,-1.85,1.25,2.66,-1.81,0.0,2.46,-0.48,0.0
2022-10,-0.33,0.0,0.3,0.0,12.44,-8.63,-9.63,11.19,0.0,2.39,0.0,15.69,11.19,1.73,-14.22,0.0,-0.05,0.0,-5.82,2.25,0.0,-9.35,0.0,0.0,0.0,1.91,-17.72,0.0,-1.19,0.0,-8.26,0.0,7.01,-9.36,-7.5,-31.34,0.0,0.0,0.0,-3.69,-32.56,0.0,21.54,0.0,8.6,0.0,5.54,12.63,5.87,6.84,-2.74,1.48,0.0,0.7,7.07,1.48,26.92,26.92,12.05,0.0,9.06,16.26,11.74,6.49,0.0,2.31,0.0,2.99,2.67,3.07
2022-11,10.22,0.0,0.58,0.0,13.3,3.4,-3.03,25.42,0.0,25.42,0.0,0.0,15.81,25.42,-14.43,0.0,-11.24,0.0,-1.26,-10.57,0.0,-5.76,0.0,2.51,0.0,-5.76,-2.03,0.0,6.86,0.0,3.55,0.0,1.96,4.7,0.0,26.77,0.0,5.35,0.0,21.26,5.52,0.0,9.77,0.0,9.77,0.0,0.0,5.24,9.77,7.04,0.0,7.04,0.0,0.0,7.04,3.22,1.29,1.29,1.29,4.17,0.0,-1.77,-0.15,2.98,0.0,2.98,0.0,0.0,-1.18,-1.18
2022-12,-6.0,0.0,-5.28,0.0,0.0,-7.79,-5.85,-13.64,0.0,-16.6,0.0,3.44,-8.85,-9.41,-36.73,0.0,-6.79,0.0,-23.54,-17.38,0.0,-12.99,0.0,-2.55,0.0,-1.18,-11.8,0.0,-12.63,0.0,-8.13,0.0,-2.94,-7.26,-6.08,1.9,0.0,-2.15,0.0,0.0,-2.13,1.85,-2.95,-0.84,-4.4,3.57,0.0,0.0,-4.98,0.0,0.01,0.89,1.57,0.0,-0.79,-0.84,-0.93,-0.93,0.32,-4.76,1.03,1.44,0.0,-0.76,-1.48,-1.47,0.89,0.0,-1.12,-3.36
2023-01,3.33,0.0,2.1,0.0,4.0,3.53,-0.13,33.69,1.36,10.31,0.0,8.81,22.74,10.31,40.62,0.0,36.15,0.0,6.69,44.55,20.44,22.77,0.0,8.2,0.0,3.95,20.11,8.4,12.03,0.0,7.24,0.0,3.68,12.24,6.17,23.79,0.0,23.73,0.0,0.0,23.79,23.79,5.14,5.14,4.3,0.0,0.0,-0.59,-0.56,-3.6,-3.6,0.66,1.83,-1.46,0.0,0.0,5.18,5.18,5.18,0.0,0.0,5.18,4.9,-7.49,-7.49,-3.82,-2.68,-5.23,-2.69,-2.62
2023-02,0.9,0.0,0.9,-3.4,0.0,4.34,2.17,18.83,18.83,18.83,14.45,0.0,9.42,3.62,18.76,0.0,18.76,0.0,0.0,15.9,18.76,-8.63,0.0,-4.88,0.0,0.0,-3.04,-4.79,-8.88,0.0,-3.42,0.0,0.0,-3.92,-3.92,17.43,0.0,13.75,2.18,0.0,18.86,15.7,2.42,2.42,3.07,1.61,0.0,-1.77,-2.9,-2.95,-2.95,0.0,0.0,-0.03,-5.27,0.0,-4.53,-4.53,-4.02,-1.28,0.0,-9.98,-11.23,-5.54,-3.92,0.0,0.0,-5.54,0.0,0.0
2023-03,15.59,5.85,8.51,2.3,0.0,8.56,4.33,19.67,19.67,19.67,0.0,0.0,8.7,19.67,0.85,0.0,3.21,0.0,8.45,7.87,-7.25,9.61,0.0,4.33,0.0,0.0,7.32,2.61,15.18,0.0,10.33,0.0,0.0,6.43,3.35,21.15,21.38,14.52,-0.05,0.0,5.74,9.18,-9.1,-9.1,-0.61,-5.36,-5.49,1.16,0.0,5.03,-0.55,3.38,0.0,2.45,5.03,3.38,-0.23,-0.23,0.0,-0.74,5.31,2.32,0.0,1.14,0.0,0.0,0.0,-0.02,-0.41,0.0
2023-04,6.58,6.58,6.58,4.72,7.14,-0.98,1.57,-0.1,-0.1,-2.85,3.65,0.0,-3.27,-4.78,-20.8,0.0,-10.87,0.0,0.76,-10.62,-10.67,2.09,0.0,2.09,0.0,0.0,-4.84,2.09,3.48,0.0,3.48,0.0,0.0,0.69,0.38,13.39,13.39,13.39,11.85,0.0,0.85,1.09,6.92,6.92,8.04,0.36,-1.14,6.92,-0.4,3.42,1.04,3.42,0.89,0.0,2.4,3.42,7.92,7.92,1.85,0.0,0.0,5.23,1.85,5.61,0.0,4.32,0.0,0.0,4.86,4.32
2023-05,7.11,7.11,7.11,0.0,0.0,-0.21,7.11,36.34,36.34,36.28,0.0,0.0,26.94,30.8,24.11,0.0,22.53,0.0,4.5,19.86,15.23,14.35,0.34,14.35,0.0,0.0,5.8,5.8,14.47,16.51,13.9,0.0,0.0,9.9,9.9,10.15,10.15,10.15,0.0,0.0,3.98,10.15,-1.83,-1.83,-2.31,6.44,0.0,-3.61,-3.03,-7.0,-7.0,-0.38,-5.09,-5.68,0.0,-1.23,-12.91,-12.91,-8.84,-3.2,-6.44,-8.11,-3.15,-4.56,0.0,-0.11,0.0,-2.13,0.0,-1.01
2023-06,3.7,3.7,3.7,2.52,0.0,-5.78,3.7,11.82,11.82,11.82,9.52,0.0,11.52,11.82,28.36,1.96,28.36,6.72,0.0,18.14,18.14,8.11,8.11,8.11,0.0,0.0,5.36,8.11,-2.58,-2.58,0.14,-0.75,1.1,1.41,-1.94,8.41,8.41,8.41,2.72,0.0,-1.39,8.41,7.17,7.17,7.17,2.66,0.0,-0.73,0.61,1.71,1.71,-1.75,1.9,3.36,0.33,-3.06,4.96,4.96,-5.74,0.0,3.45,-1.37,-3.23,6.75,0.0,3.46,0.0,2.05,4.5,2.92
2023-07,-1.36,-1.36,-4.57,0.0,0.0,-4.13,-2.93,10.47,10.47,1.24,-0.05,0.0,-2.65,10.47,2.16,2.16,1.73,1.67,0.0,-2.2,-6.14,2.55,2.55,2.55,0.0,0.0,-5.5,-4.6,10.88,10.88,6.42,11.25,3.99,-1.9,5.77,11.02,11.02,11.02,5.82,0.0,-4.97,-0.64,9.35,9.35,9.35,0.0,0.0,9.3,9.35,2.84,2.84,-1.67,1.29,0.0,-0.62,-0.79,-0.01,-3.86,-3.26,0.0,4.43,-4.44,0.0,1.21,0.0,-6.44,0.0,0.0,-2.23,-2.23
2023-08,-2.22,-2.22,-2.56,-1.35,0.0,0.18,0.0,5.62,5.62,2.41,5.27,10.26,8.02,-0.55,-3.5,-3.5,0.0,-4.65,13.88,8.11,0.0,3.24,3.24,-7.83,1.05,0.0,-4.1,-4.64,2.6,2.6,-1.68,0.0,0.0,-1.32,-2.92,-7.13,-7.13,-7.68,-2.55,0.0,-1.8,-5.37,-7.36,-7.36,-2.27,-3.37,-3.03,-1.67,-2.69,-3.39,-2.41,-1.45,0.3,0.0,-0.52,-0.52,4.53,0.0,5.09,0.0,0.0,0.92,4.31,-2.79,-5.46,-1.84,-0.04,-2.74,3.18,-0.16
2023-09,-3.66,-3.66,-3.38,-1.61,-0.45,-2.18,-1.57,-11.86,-11.86,-11.09,-9.85,6.0,-6.35,-7.7,-3.05,-3.05,-1.94,-2.19,0.0,-5.16,-10.58,-7.89,-7.89,-8.95,-7.68,0.85,-2.35,-5.55,-3.9,-3.9,-3.76,-1.17,1.73,-1.83,-1.83,1.46,1.46,1.94,0.0,0.0,-0.32,-3.94,-0.9,-0.9,-1.49,1.93,1.94,-4.17,0.0,-5.69,0.0,0.0,0.0,-5.74,-1.1,0.0,5.75,-0.84,5.75,1.18,0.0,1.48,5.75,-3.67,-3.67,-2.91,0.0,-0.21,-2.37,0.0
2023-10,7.08,7.08,2.05,-0.05,3.59,3.26,-2.68,-6.25,-6.25,-3.65,3.37,4.0,-5.87,-7.89,-19.73,-19.73,-18.19,-20.1,-8.8,-2.45,0.0,4.7,4.7,-9.14,4.44,13.21,-9.32,0.24,-5.18,-5.18,-11.52,0.97,1.98,-1.54,-2.14,0.35,0.35,-8.68,-2.44,4.43,0.49,-2.25,-3.4,-3.4,-6.25,-4.34,2.43,-3.59,0.0,0.91,0.0,1.22,0.0,-2.57,4.42,0.61,-9.98,-9.98,-5.22,-1.56,1.2,-3.3,-5.22,-4.76,-4.38,0.0,0.0,-4.76,-3.76,0.0
2023-11,12.29,12.29,12.29,0.0,0.0,12.29,12.29,14.69,14.69,-0.43,-2.15,6.63,6.15,-0.43,19.54,19.54,1.08,8.74,11.33,9.44,-1.19,9.77,9.77,5.35,0.0,0.0,9.77,9.77,6.81,6.81,-1.6,1.86,6.2,0.47,-4.35,8.59,8.59,2.01,3.46,4.37,5.09,0.94,12.24,12.24,7.01,1.65,2.78,8.27,5.09,4.28,0.0,4.28,0.0,0.0,4.28,4.28,-2.05,-2.05,0.0,0.0,0.0,-3.39,0.0,5.1,0.0,2.5,0.0,1.14,2.96,2.29
2023-12,-0.76,-0.76,-1.24,1.28,0.0,-0.05,-2.63,5.89,5.89,-0.69,1.53,0.0,1.24,-0.05,3.5,3.5,3.5,0.0,0.0,-1.45,3.5,4.0,4.0,4.0,0.0,0.0,-1.48,4.0,5.4,5.4,-1.03,3.22,0.0,2.24,-0.62,8.2,8.2,-2.07,0.44,0.0,5.63,2.66,8.98,8.98,8.98,0.0,0.0,8.98,8.98,0.84,0.0,0.48,0.0,0.0,0.22,-1.47,-2.69,-3.58,-4.23,0.0,2.44,-3.23,0.0,1.34,0.0,0.91,0.0,0.0,0.45,-0.95
2024-01,5.73,5.73,5.67,1.73,0.0,3.82,3.82,24.24,24.24,24.24,1.83,0.0,14.42,17.69,-24.63,-24.63,-3.28,-21.49,-17.62,-0.05,-4.08,2.15,2.15,-0.56,-1.97,0.0,-2.17,-1.41,0.29,0.29,0.29,0.38,0.0,-3.95,-3.95,10.22,10.22,10.22,1.53,0.0,2.38,5.75,3.14,3.14,-1.22,0.64,0.0,-0.25,0.72,0.95,-0.45,0.0,0.0,0.0,0.23,-0.75,2.83,0.0,-1.36,0.0,4.44,-0.73,-5.46,1.38,0.0,-1.1,0.0,0.0,0.19,-0.2
2024-02,4.23,4.23,2.64,0.0,0.0,-0.06,1.77,28.58,28.58,28.58,12.97,0.0,13.19,10.35,7.79,0.79,4.14,1.16,6.97,6.45,-0.13,13.89,13.89,13.89,0.0,0.0,9.17,8.89,-1.17,-1.17,6.3,6.94,1.48,-0.05,-0.05,25.76,25.76,25.76,0.0,0.0,20.03,25.76,6.71,6.71,6.71,0.0,0.0,3.42,6.71,0.89,0.89,-3.12,1.81,0.0,-3.11,-4.76,2.61,0.0,2.56,0.0,0.0,2.61,2.61,2.33,2.96,-0.33,0.0,1.46,2.18,1.65
2024-03,1.71,1.71,4.92,3.03,0.0,-1.11,-1.11,14.22,14.22,14.22,0.0,0.0,10.98,14.22,-12.92,0.0,-11.55,0.0,1.76,-11.14,-6.85,2.05,2.05,2.05,0.0,0.0,-2.4,-1.93,9.01,9.01,2.6,-2.25,0.91,7.92,2.15,-0.93,-0.93,-0.93,-1.73,0.0,0.0,-0.93,7.65,7.65,7.65,0.0,0.0,4.93,7.65,2.75,2.75,-0.23,0.27,0.0,0.8,-0.69,11.21,1.05,11.21,0.0,0.0,11.21,11.21,-1.98,-1.98,-2.03,1.38,0.86,-3.84,-4.46
2024-04,-7.46,-7.46,-1.73,0.71,-5.92,-0.05,-0.11,-4.38,-4.38,-3.62,16.41,15.03,0.0,-1.59,4.26,0.0,4.68,0.0,5.28,-3.84,-5.6,-2.98,-2.98,-2.15,-1.02,0.16,-2.45,-0.69,7.85,7.85,7.85,0.0,0.0,-3.25,7.85,-11.41,-11.41,-0.84,-1.2,-2.59,-3.03,1.72,-3.72,-3.72,-8.21,2.91,5.01,-1.93,-1.91,0.96,0.96,-3.17,-1.64,2.02,-0.34,-1.96,1.75,1.75,1.43,1.12,0.0,2.91,2.06,-8.6,-6.79,0.0,0.0,-8.6,-3.37,0.0
2024-05,6.82,6.82,0.47,0.06,6.17,0.51,-0.37,26.89,26.89,18.92,0.0,0.0,22.6,18.92,-2.84,0.0,-2.23,0.0,0.0,-3.92,-2.84,0.82,0.82,-3.95,-3.96,5.5,-1.48,-3.2,5.97,5.97,5.97,0.0,0.0,6.56,5.68,8.52,8.52,-3.1,7.98,10.46,-1.27,0.0,5.68,5.68,5.67,2.6,0.0,2.65,3.52,1.88,1.88,-0.16,0.53,0.0,1.24,0.47,-0.05,-0.05,-3.37,1.58,5.46,-3.57,0.0,2.26,0.0,-1.0,0.0,4.51,0.61,-2.12
2024-06,7.67,7.67,4.22,2.09,0.0,3.2,3.25,12.69,12.69,12.69,4.55,0.0,7.69,7.69,11.12,0.0,4.36,0.0,0.0,11.11,2.92,9.53,9.53,5.07,2.69,4.75,4.8,3.16,5.72,5.72,5.51,0.0,0.0,-1.07,2.4,8.12,8.12,4.18,0.0,0.0,8.12,1.9,-0.18,-0.18,-2.7,1.7,3.62,2.06,-2.87,1.93,1.93,0.82,0.45,0.0,-2.07,-2.63,-1.83,-1.83,0.0,0.58,-0.05,0.89,0.0,-0.35,0.0,-1.84,0.0,0.0,-1.15,0.0
2024-07,-6.4,-6.4,-2.25,-1.2,-2.51,1.68,0.52,-5.28,-5.28,-1.04,2.88,2.37,0.0,0.0,17.28,-0.07,11.02,7.35,0.0,20.82,20.82,-3.24,-3.24,-5.28,-4.53,0.0,0.59,-0.32,-5.82,-5.82,-0.31,2.76,-0.68,1.55,-0.67,-5.83,-5.83,-5.49,2.16,2.73,-7.66,-1.11,5.79,5.79,4.1,0.0,0.0,3.65,4.1,4.85,4.85,4.85,0.87,0.0,2.93,2.18,3.01,3.01,3.11,4.32,0.0,1.7,2.88,8.0,0.0,4.85,0.0,0.0,6.06,5.58
