Date,Open,High,Low,Close,Volume,AdjClose
2018-06-01,6.349999904632568,6.446750164031982,6.341249942779541,6.440499782562256,421968000,6.369273662567139
2018-06-04,6.474999904632568,6.643499851226807,6.442500114440918,6.621250152587891,642024000,6.548024654388428
2018-06-05,6.624499797821045,6.664750099182129,6.579249858856201,6.6267499923706055,391712000,6.553465366363525
2018-06-06,6.535749912261963,6.631999969482422,6.51924991607666,6.628749847412109,371356000,6.555441856384277
2018-06-07,6.625,6.63700008392334,6.481249809265137,6.572500228881836,369448000,6.499814510345459
2018-06-08,6.499000072479248,6.599999904632568,6.480000019073486,6.557000160217285,360456000,6.484487056732178
2018-06-11,6.544250011444092,6.586249828338623,6.502500057220459,6.515500068664551,265372000,6.443445205688477
2018-06-12,6.542250156402588,6.576749801635742,6.491499900817871,6.564499855041504,319160000,6.491901397705078
2018-06-13,6.565999984741211,6.641749858856201,6.550749778747559,6.559999942779541,338208000,6.487452507019043
2018-06-14,6.605500221252441,6.730000019073486,6.5904998779296875,6.672749996185303,430016000,6.598957061767578
2018-06-15,6.614999771118164,6.686999797821045,6.583749771118164,6.631499767303467,432260000,6.55816125869751
2018-06-18,6.586999893188477,6.644999980926514,6.559500217437744,6.6272501945495605,356268000,6.553959369659424
2018-06-19,6.5229997634887695,6.591000080108643,6.375500202178955,6.5042500495910645,594932000,6.432319164276123
2018-06-20,6.545750141143799,6.611249923706055,6.506999969482422,6.557750225067139,369780000,6.485226631164551
2018-06-21,6.590000152587891,6.608500003814697,6.420000076293945,6.427750110626221,359516000,6.356665134429932
2018-06-22,6.448750019073486,6.462250232696533,6.2582502365112305,6.273749828338623,434160000,6.204369068145752
2018-06-25,6.166250228881836,6.170000076293945,5.888500213623047,5.978000164031982,665816000,5.91188907623291
2018-06-26,6.09250020980835,6.141250133514404,5.9977498054504395,6.049749851226807,478884000,5.982844352722168
2018-06-27,6.09375,6.160749912261963,5.887499809265137,5.89300012588501,453892000,5.827828407287598
2018-06-28,5.882999897003174,6.0335001945495605,5.875249862670898,6.021500110626221,338012000,5.954907417297363
2018-06-29,6.087250232696533,6.099999904632568,5.921249866485596,5.922500133514404,392300000,5.857001781463623
2018-07-02,5.852250099182129,6.059750080108643,5.831500053405762,6.056000232696533,357572000,5.989025115966797
2018-07-03,6.091000080108643,6.0970001220703125,5.912499904632568,5.921000003814697,222732000,5.855520725250244
2018-07-05,5.976749897003174,6.073249816894531,5.9375,6.0682501792907715,306216000,6.001141548156738
2018-07-06,6.043499946594238,6.1917500495910645,6.021999835968018,6.1832499504089355,296352000,6.114869594573975
2018-07-09,6.2582502365112305,6.26800012588501,6.151750087738037,6.231249809265137,303880000,6.162337779998779
2018-07-10,6.243750095367432,6.353499889373779,6.203000068664551,6.331250190734863,360016000,6.261231899261475
2018-07-11,6.237500190734863,6.272500038146973,6.177499771118164,6.1882500648498535,367508000,6.119814395904541
2018-07-12,6.234000205993652,6.329249858856201,6.223999977111816,6.280749797821045,345508000,6.2112908363342285
2018-07-13,6.299499988555908,6.299499988555908,6.190499782562256,6.232999801635742,246988000,6.164068222045898
2018-07-16,6.204999923706055,6.258500099182129,6.192500114440918,6.204999923706055,197036000,6.136377811431885
2018-07-17,6.155250072479248,6.357500076293945,6.129499912261963,6.342249870300293,362136000,6.272110939025879
2018-07-18,6.334750175476074,6.348750114440918,6.241000175476074,6.292500019073486,277640000,6.2229108810424805
2018-07-19,6.273499965667725,6.334750175476074,6.2582502365112305,6.300749778747559,235752000,6.231069087982178
2018-07-20,6.298250198364258,6.337500095367432,6.261250019073486,6.272250175476074,222352000,6.202884674072266
2018-07-23,6.245500087738037,6.247250080108643,6.081999778747559,6.235249996185303,301584000,6.166294574737549
2018-07-24,6.283750057220459,6.371250152587891,6.199999809265137,6.217750072479248,354620000,6.148988246917725
2018-07-25,6.227250099182129,6.309500217437744,6.168749809265137,6.296750068664551,319112000,6.227114200592041
2018-07-26,6.276500225067139,6.408249855041504,6.259500026702881,6.370999813079834,325124000,6.300542831420898
2018-07-27,6.4079999923706055,6.414999961853027,6.245999813079834,6.30049991607666,295420000,6.230823040008545
2018-07-30,6.3147501945495605,6.3207502365112305,6.067999839782715,6.103250026702881,340340000,6.03575325012207
2018-07-31,6.092750072479248,6.197000026702881,6.053500175476074,6.121500015258789,283988000,6.053802490234375
2018-08-01,6.153250217437744,6.209000110626221,6.097249984741211,6.161749839782715,283556000,6.093607425689697
2018-08-02,6.089749813079834,6.269499778747559,6.030250072479248,6.265500068664551,269668000,6.1962103843688965
2018-08-03,6.290249824523926,6.326499938964844,6.273250102996826,6.302499771118164,214288000,6.232800006866455
2018-08-06,6.289750099182129,6.354249954223633,6.24275016784668,6.350749969482422,207508000,6.280516147613525
2018-08-07,6.400000095367432,6.442500114440918,6.373000144958496,6.423749923706055,258132000,6.3527092933654785
