symbol,entry_ts,exit_ts,side,entry_px,exit_px,qty,bars_held,entry_z,reason,gross,cost,pnl,ret_pct,equity
INTC,2026-06-22 00:45:00+00:00,2026-06-22 02:45:00+00:00,short,143.0,141.252363,5.94,8,3.6966786289864433,time_stop,10.380963779999986,0.58940351811,9.791560261889986,0.09838170436557508,9962.41468773453
MU,2026-06-22 01:30:00+00:00,2026-06-22 03:30:00+00:00,short,1170.51,1165.579569,1.16,8,3.3672071756516537,time_stop,5.719299959999998,0.94759447002,4.771705489979998,0.047897077561475127,9967.18639322451
INTC,2026-06-23 03:15:00+00:00,2026-06-23 05:15:00+00:00,long,135.54000000000002,132.850133,6.61,8,-2.5641531337894463,time_stop,-17.78002087000014,0.6182535695650001,-18.39827443956514,-0.1845884456627791,9948.788118784945
MSTR,2026-06-23 05:00:00+00:00,2026-06-23 07:00:00+00:00,long,107.97,106.89792100000001,15.96,8,-3.040900313351995,time_stop,-17.11038083999981,1.1976856495800001,-18.308066489579808,-0.1840230817159647,9930.480052295365
INTC,2026-06-24 00:45:00+00:00,2026-06-24 02:45:00+00:00,short,136.44,132.419714,8.3,8,2.785556268763693,time_stop,33.36837379999999,0.7760322131,32.59234158689999,0.3282050959798916,9963.072393882265
MU,2026-06-26 02:15:00+00:00,2026-06-26 04:15:00+00:00,long,1149.72,1154.85344,0.55,8,-2.706306255681895,time_stop,2.8233920000000357,0.4440538960000001,2.3793381040000354,0.02388156996089928,9965.451731986264
MSTR,2026-06-26 03:00:00+00:00,2026-06-26 05:00:00+00:00,long,82.39,84.39467400000001,8.92,8,-2.740060740730409,time_stop,17.881692080000075,0.52338400604,17.358308073960075,0.17418485925976487,9982.810040060225
MU,2026-06-29 00:30:00+00:00,2026-06-29 02:30:00+00:00,long,1132.2,1143.35689,2.05,8,-3.844887823545258,time_stop,22.87162449999995,1.63614281225,21.23548168774995,0.21272048253481382,10004.045521747976
INTC,2026-06-29 00:30:00+00:00,2026-06-29 02:30:00+00:00,long,127.05999999999999,128.06157,27.38,8,-3.9512669041952977,time_stop,27.422986600000026,2.4489434532999996,24.974043146700026,0.24963943928892068,10029.019564894676
COIN,2026-06-29 00:30:00+00:00,2026-06-29 02:30:00+00:00,long,147.95000000000002,148.44545300000001,20.95,8,-2.7107075416051094,time_stop,10.37974034999995,2.174876620175,8.20486372982495,0.08181122468386687,10037.2244286245
PLTR,2026-06-29 03:15:00+00:00,2026-06-29 05:15:00+00:00,short,114.39,115.064509,40.36,8,3.1618757827133512,time_stop,-27.22318324000002,3.24535787162,-30.46854111162002,-0.3035554433228452,10006.75588751288
SNDK,2026-06-30 04:30:00+00:00,2026-06-30 06:30:00+00:00,short,2116.4,2102.280495,0.61,8,3.3051560866714733,time_stop,8.612898050000071,0.899396350975,7.7135016990250715,0.07708294062264985,10014.469389211905
MU,2026-06-30 04:45:00+00:00,2026-06-30 06:45:00+00:00,short,1165.03,1152.315591,0.96,8,2.5188117641945467,time_stop,12.205832639999935,0.77679724368,11.429035396319934,0.11412522173797716,10025.898424608225
MU,2026-07-01 02:15:00+00:00,2026-07-01 04:15:00+00:00,long,1132.17,1141.087571,1.21,8,-2.603686106861238,time_stop,10.790260909999942,0.964343120455,9.825917789544942,0.09800535945414689,10035.72434239777
MSTR,2026-07-01 04:00:00+00:00,2026-07-01 06:00:00+00:00,short,88.25,87.34619599999999,19.2,8,2.9323873408475953,time_stop,17.353036800000154,1.1774034815999999,16.175633318400156,0.16118052635287328,10051.899975716171
MU,2026-07-02 00:15:00+00:00,2026-07-02 02:15:00+00:00,long,1011.85,1039.658009,0.83,8,-2.603116558225111,time_stop,23.080647469999974,0.599425173735,22.481222296264974,0.223651472364191,10074.381198012436
MSTR,2026-07-03 00:45:00+00:00,2026-07-03 02:45:00+00:00,short,102.21000000000001,102.080615,24.94,8,3.2075071620046014,time_stop,3.2268619000003347,1.7827687490500004,1.4440931509503343,0.014334311185636276,10075.825291163386
AMD,2026-07-03 04:30:00+00:00,2026-07-03 06:30:00+00:00,short,526.18,528.75858,4.81,8,2.5057281131599733,time_stop,-12.402969800000488,1.7778495449,-14.180819344900488,-0.1407410205627248,10061.644471818487
MU,2026-07-03 04:45:00+00:00,2026-07-03 06:45:00+00:00,short,1011.84,1016.434839,1.03,8,2.5850187174959607,time_stop,-4.732684169999978,0.731902982085,-5.464587152084978,-0.05431107377517324,10056.179884666402
SNDK,2026-07-03 05:00:00+00:00,2026-07-03 07:00:00+00:00,short,1832.83,1820.74606,0.47,8,2.6671772754381147,time_stop,5.679451799999992,0.6001613441,5.079290455899992,0.0505091447662433,10061.259175122303
MU,2026-07-06 00:15:00+00:00,2026-07-06 02:15:00+00:00,short,1048.66,1003.020816,2.32,8,2.681355820953931,time_stop,105.88290688000026,1.65008238656,104.23282449344026,1.035981905238747,10165.491999615742
INTC,2026-07-06 00:15:00+00:00,2026-07-06 02:15:00+00:00,short,125.16000000000001,121.846543,25.59,8,2.9435084297268825,time_stop,84.79136463000036,2.199595397685,82.59176923231536,0.812471931859642,10248.083768848057
SNDK,2026-07-06 00:15:00+00:00,2026-07-06 02:15:00+00:00,short,1918.19,1813.453873,0.88,8,5.342976491459063,time_stop,92.16779176000011,1.1355211441200002,91.03227061588011,0.8882857778016842,10339.116039463937
SNDK,2026-07-06 02:30:00+00:00,2026-07-06 04:30:00+00:00,long,1812.9,1855.5731610000003,0.52,8,-2.64450538473226,time_stop,22.190043720000087,0.6709906218600001,21.519053098140088,0.2081324265633816,10360.635092562077
SNDK,2026-07-07 00:45:00+00:00,2026-07-07 02:45:00+00:00,long,1675.34,1673.357842,0.5,8,-2.9491122058774226,time_stop,-0.9910790000000134,0.5858734605,-1.5769524605000134,-0.015220615786691599,10359.058140101577
SNDK,2026-07-07 03:00:00+00:00,2026-07-07 05:00:00+00:00,long,1673.85,1631.240481,0.68,8,-2.8516965429168737,time_stop,-28.974472919999908,0.7822653635400002,-29.756738283539907,-0.2872533186038101,10329.301401818037
MSTR,2026-07-07 03:00:00+00:00,2026-07-07 05:00:00+00:00,long,98.91,97.700681,9.08,8,-2.7062253319118703,time_stop,-10.980616519999941,0.62318165174,-11.60379817173994,-0.11233865409036843,10317.697603646297
MU,2026-07-08 00:45:00+00:00,2026-07-08 02:45:00+00:00,short,956.1,938.201376,1.02,8,2.6829610131492005,time_stop,18.25659648000004,0.67352710176,17.58306937824004,0.17041659926170105,10335.280673024537
SNDK,2026-07-08 00:45:00+00:00,2026-07-08 02:45:00+00:00,short,1677.78,1656.9869469999999,0.37,8,2.603897574913557,time_stop,7.693429610000037,0.43069830519499996,7.262731304805037,0.07027125372377194,10342.543404329343
MU,2026-07-09 00:15:00+00:00,2026-07-09 02:15:00+00:00,short,979.22,954.8163589999999,1.12,8,3.8433615998270865,time_stop,27.332077920000124,0.75404244104,26.578035478960125,0.25697775140914253,10369.121439808303
AMD,2026-07-09 00:15:00+00:00,2026-07-09 02:15:00+00:00,short,519.91,517.3051449999999,8.04,8,4.213592290974,time_stop,20.943034200000344,2.9155819628999993,18.027452237100345,0.17385708463101598,10387.148892045403
INTC,2026-07-09 00:15:00+00:00,2026-07-09 02:15:00+00:00,short,111.49000000000001,111.383405,12.01,8,3.321219717847131,time_stop,1.2802059500001546,0.9366563270250001,0.34354962297515446,0.0033074487190440554,10387.492441668379
AMD,2026-07-13 00:15:00+00:00,2026-07-13 02:15:00+00:00,short,563.66,553.7960889999999,6.41,8,2.9463054109379723,time_stop,63.2276695100002,2.497528585245,60.7301409247552,0.5846467881039543,10448.222582593135
SNDK,2026-07-13 00:30:00+00:00,2026-07-13 02:30:00+00:00,long,1913.99,1834.8993650000002,0.8,8,-3.0640836189167926,time_stop,-63.27250799999984,1.0401981460000003,-64.31270614599984,-0.615537290075975,10383.909876447135
INTC,2026-07-13 00:45:00+00:00,2026-07-13 02:45:00+00:00,long,109.21,106.82794200000001,26.69,8,-4.302600132015877,time_stop,-63.57712801999964,2.00858186599,-65.58570988598964,-0.6316090053396135,10318.324166561146
MU,2026-07-13 01:00:00+00:00,2026-07-13 03:00:00+00:00,long,962.94,926.571945,1.97,8,-3.283396958937569,time_stop,-71.64506835000005,1.292071725825,-72.93714007582504,-0.7068700197673018,10245.387026485321
AMD,2026-07-13 03:00:00+00:00,2026-07-13 05:00:00+00:00,long,550.27,545.516296,3.95,8,-2.669972098510623,time_stop,-18.777130799999885,1.5121079846,-20.289238784599885,-0.19803291698156675,10225.09778770072
COIN,2026-07-13 03:15:00+00:00,2026-07-13 05:15:00+00:00,long,156.63,155.9532,13.44,8,-3.162764840155622,time_stop,-9.09619199999981,1.469026944,-10.56521894399981,-0.10332633646504784,10214.53256875672
INTC,2026-07-13 04:00:00+00:00,2026-07-13 06:00:00+00:00,long,106.47999999999999,105.578317,8.68,8,-2.5326285104118913,time_stop,-7.826608439999925,0.6430591757799999,-8.469667615779924,-0.0829178188895904,10206.06290114094
MU,2026-07-14 01:00:00+00:00,2026-07-14 03:00:00+00:00,short,946.55,916.624905,1.81,8,2.9783809312521266,time_stop,54.1644219499999,1.172196639025,52.992225310974895,0.5192229934723493,10259.055126451914
MSTR,2026-07-14 01:00:00+00:00,2026-07-14 03:00:00+00:00,short,92.91000000000001,91.977585,29.12,8,2.8296247334598967,time_stop,27.151924800000174,1.8803014776000002,25.271623322400174,0.24633480384796744,10284.326749774315
MU,2026-07-15 00:30:00+00:00,2026-07-15 02:30:00+00:00,short,1004.8199999999999,998.6995199999999,1.61,8,3.3801028259483874,time_stop,9.85397280000007,1.1275051536,8.72646764640007,0.08485210416512262,10293.053217420715
INTC,2026-07-15 02:00:00+00:00,2026-07-15 04:00:00+00:00,short,110.07000000000001,110.873252,18.63,8,2.9369127429065385,time_stop,-14.964584759999743,1.4429051623799998,-16.407489922379742,-0.15940352756177836,10276.645727498335
MU,2026-07-17 00:15:00+00:00,2026-07-17 02:15:00+00:00,long,827.13,823.3129319999999,1.39,8,-3.1187230740516583,time_stop,-5.305724520000087,0.80214462774,-6.107869147740087,-0.05943446246664512,10270.537858350595
INTC,2026-07-17 00:30:00+00:00,2026-07-17 02:30:00+00:00,long,94.14,93.302001,11.35,8,-2.5661039926632663,time_stop,-9.511288649999958,0.7431866556750001,-10.254475305674958,-0.09984360553558957,10260.28338304492
MSTR,2026-07-17 02:00:00+00:00,2026-07-17 04:00:00+00:00,long,92.63,92.192334,20.57,8,-2.640350546279711,time_stop,-9.002789619999856,1.3292779751900001,-10.332067595189855,-0.10069963186653849,10249.95131544973
AMD,2026-07-17 02:30:00+00:00,2026-07-17 04:30:00+00:00,long,487.94,485.65426,3.52,8,-3.0851964656680333,time_stop,-8.045804799999914,1.1982612576,-9.244066057599914,-0.09018643867767794,10240.707249392131
INTC,2026-07-17 04:00:00+00:00,2026-07-17 06:00:00+00:00,long,93.94999999999999,93.202031,19.13,8,-2.7403376813238176,time_stop,-14.308646969999682,1.250930126515,-15.559577096514682,-0.15193850109755133,10225.147672295616
MU,2026-07-20 00:15:00+00:00,2026-07-20 02:15:00+00:00,short,880.39,852.3056149999999,1.92,8,4.924239317404963,time_stop,53.922019200000214,1.1562831504,52.765736049600214,0.5160388655565885,10277.913408345215
AMD,2026-07-20 00:15:00+00:00,2026-07-20 02:15:00+00:00,short,509.53,499.09968499999997,2.9,8,4.883233522988085,time_stop,30.24791350000002,1.0192219432499998,29.22869155675002,0.28438351633725195,10307.142099901965
INTC,2026-07-20 00:15:00+00:00,2026-07-20 02:15:00+00:00,short,96.45,94.738413,13.05,8,3.093378183123655,time_stop,22.336210350000115,0.869902644825,21.466307705175115,0.20826634092275964,10328.60840760714
INTC,2026-07-20 04:45:00+00:00,2026-07-20 06:45:00+00:00,short,96.61,95.40861399999999,19.15,8,2.659584571341605,time_stop,23.006541900000258,1.2835537790499998,21.72298812095026,0.2103186340664346,10350.33139572809
SNDK,2026-07-21 03:45:00+00:00,2026-07-21 05:45:00+00:00,short,1470.84,1471.951453,0.47,8,2.673851439965497,time_stop,-0.522382909999992,0.48416755145499996,-1.006550461454992,-0.009724813853500647,10349.324845266634
INTC,2026-07-22 00:15:00+00:00,2026-07-22 02:15:00+00:00,short,108.16000000000001,106.241863,17.59,8,4.875706217078549,time_stop,33.740029830000275,1.314904065085,32.42512576491527,0.3133066770026571,10381.74997103155
MSTR,2026-07-23 00:30:00+00:00,2026-07-23 02:30:00+00:00,short,100.76,99.409814,46.41,8,3.276841851974101,time_stop,62.66213226000036,3.2420590538699994,59.42007320613036,0.5723512256790199,10441.17004423768
MU,2026-07-23 01:15:00+00:00,2026-07-23 03:15:00+00:00,short,992.51,971.271294,1.53,8,2.5085455222339244,time_stop,32.49522017999997,1.04673059991,31.44848958008997,0.30119698699329106,10472.618533817771
MU,2026-07-24 02:45:00+00:00,2026-07-24 04:45:00+00:00,long,968.15,972.748088,1.74,8,-3.1710142869558724,time_stop,8.000673120000132,1.18320703656,6.817466083440132,0.06509800831019898,10479.43599990121
SNDK,2026-07-24 02:45:00+00:00,2026-07-24 04:45:00+00:00,long,1578.3700000000001,1574.437527,1.1,8,-3.9317284651226534,time_stop,-4.32572030000008,1.2131820398500002,-5.538902339850081,-0.05285496604876728,10473.897097561361
SNDK,2026-07-28 03:15:00+00:00,2026-07-28 05:15:00+00:00,long,1223.25,1214.93541,0.94,8,-2.514560741328306,time_stop,-7.815714599999955,0.8009906427,-8.616705242699956,-0.0822683778772868,10465.28039231866
INTC,2026-07-29 04:00:00+00:00,2026-07-29 06:00:00+00:00,long,83.14999999999999,84.984497,8.46,8,-2.6770004826390847,time_stop,15.519844620000113,0.5001742223100001,15.019670397690113,0.14351904425527193,10480.300062716351
ORCL,2026-07-31 00:15:00+00:00,2026-07-31 02:15:00+00:00,short,129.92,129.40881100000001,16.47,8,3.013366394640562,time_stop,8.41928282999956,1.493638038585,6.92564479141456,0.06608250479442405,10487.225707507765
SNDK,2026-07-31 00:15:00+00:00,2026-07-31 02:15:00+00:00,short,1369.51,1343.252855,0.46,8,3.1938637201496505,time_stop,12.078286700000017,0.43494307665000004,11.643343623350017,0.1110240586794522,10498.869051131114
AMD,2026-07-31 01:00:00+00:00,2026-07-31 03:00:00+00:00,short,509.45,496.158803,1.93,8,3.0587921342011426,time_stop,25.65201021000002,0.675440944895,24.97656926510502,0.2378977120627495,10523.84562039622
INTC,2026-08-03 00:15:00+00:00,2026-08-03 02:15:00+00:00,long,92.19,92.34228900000001,32.94,8,-3.2848119418001933,time_stop,5.01639966000034,2.12822521983,2.8881744401703404,0.02744409737988537,10526.73379483639
MU,2026-08-03 00:30:00+00:00,2026-08-03 02:30:00+00:00,long,840.4,842.297235,2.35,8,-2.629019833668468,time_stop,4.458502250000055,1.3846872511250001,3.0738149988750543,0.029200082939143317,10529.807609835265
AMD,2026-08-03 00:30:00+00:00,2026-08-03 02:30:00+00:00,long,484.14,488.403435,5.67,8,-2.8147118429608082,time_stop,24.173676450000087,1.933638498225,22.240037951775086,0.21121029724229715,10552.04764778704
SNDK,2026-08-03 01:00:00+00:00,2026-08-03 03:00:00+00:00,short,1260.01,1256.046701,1.8,8,2.759377324638979,time_stop,7.133938200000012,1.5840456309,5.549892569100011,0.05259540853441774,10557.59754035614
SNDK,2026-08-05 05:00:00+00:00,2026-08-05 07:00:00+00:00,short,1442.82,1448.9045409999999,1.28,8,2.6207757948701875,time_stop,-7.788212479999929,1.29666082624,-9.08487330623993,-0.08605057420983551,10548.512667049901
ORCL,2026-08-06 01:00:00+00:00,2026-08-06 03:00:00+00:00,long,141.73000000000002,142.147343,14.82,8,-2.8263288454171107,time_stop,6.185023259999826,1.4733995316300001,4.711623728369826,0.04466623757382779,10553.224290778271
