symbol,bars,first,dead_bar_pct,sigma_pct,events,ev_mean_pct,ev_mean_sd,cost_sd,net_sd,ev_t,ev_win_pct,trades,return_pct,sharpe,win_pct,pf,max_dd_pct
MU,14971,2026-03-04,2.622767857142857,0.9835597383338923,103,0.22583192752510453,0.22960672211700536,0.04066860246613822,0.18893811965086715,0.9303852144241177,53.398058252427184,45,-0.3391694640079379,-0.2465142794307956,44.44444444444444,0.9184025836491598,-2.4764975167594794
NVDA,14973,2026-03-04,0.8928571428571428,0.44997085999996245,113,0.01630295950847041,0.03623114507564283,0.08889464531103934,-0.05266350023539651,0.2589836713689139,53.09734513274337,45,-4.745881380736261,-3.210947060183564,33.33333333333333,0.27516782518128824,-5.350493186539795
AAPL,14968,2026-03-04,4.464285714285714,0.3298213513891179,83,0.12234814042556084,0.37095275945678996,0.12127777607947718,0.24967498337731278,1.5870904377524686,59.036144578313255,33,-2.623434114890255,-2.4911770263505035,27.27272727272727,0.3326700893477546,-2.8801110353322334
TSLA,15001,2026-03-04,0.4743303571428571,0.4966946176291937,94,-0.00502057422005569,-0.0101079698508104,0.08053238062237654,-0.09064035047318694,-0.0561740715366764,52.12765957446809,45,-5.143738956751854,-4.058924036420367,40.0,0.21710288776232303,-5.315889067960288
AMD,14289,2026-03-11,5.724299065420561,0.8139029752522873,99,0.06563950881729698,0.0806478300401231,0.04914590708751386,0.03150192295260924,0.35955214589253115,50.505050505050505,42,0.37672565302016014,0.2651954634483796,47.61904761904761,1.113610619078517,-1.9200277510670771
GOOGL,14970,2026-03-04,7.338169642857142,0.3926951934823811,80,-0.07056742564028717,-0.17970025304996073,0.10186017212302514,-0.28156042517298585,-0.6755051776626603,57.49999999999999,35,-3.870365196429737,-2.174043290584672,37.142857142857146,0.3458962814128033,-4.648158865019081
MSFT,14969,2026-03-04,9.430803571428571,0.38679269389333576,85,0.1852602724877593,0.4789652840207157,0.10341456969461434,0.3755507143261014,1.6115501678062527,64.70588235294117,34,-0.9083825332449447,-0.8727545889256616,55.88235294117647,0.6880477796435612,-1.6784327082561612
AMZN,15002,2026-03-04,4.408482142857143,0.4057526843466628,89,0.03990075254055433,0.09833761815969734,0.09858221902932678,-0.0002446008696294355,0.2582028764031765,47.19101123595505,39,-3.5271352459132155,-2.5474758163908167,23.076923076923077,0.2556094570308403,-3.5271352459132155
INTC,15001,2026-03-04,1.9810267857142856,0.9990102923836839,93,0.5053452867020738,0.5058459262679837,0.04003962752431527,0.46580629874366847,2.3228002879313374,54.83870967741935,28,-0.3957861189331058,-0.3489708290921452,39.285714285714285,0.8411622928735978,-2.0409201362597718
ORCL,14289,2026-03-11,8.907710280373832,0.7187836857378684,75,-0.10220966545481695,-0.14219808752322122,0.05564956577852479,-0.197847653301746,-1.0681774640252193,46.666666666666664,24,-1.5623851065103223,-2.101326095128094,41.66666666666667,0.32797611766452356,-1.7277403385226875
PLTR,15001,2026-03-04,4.4921875,0.632126767304469,84,0.04721961198271961,0.0746995925897501,0.06327844677511286,0.01142114581463724,0.3648733902558364,54.761904761904766,28,-0.23753586478616473,-0.20725160581242538,50.0,0.8997371566891992,-1.4235759773468915
COIN,15002,2026-03-04,0.6975446428571429,0.8424414681123522,113,-0.08150962656663228,-0.09675405313234385,0.04748104350754182,-0.14423509663988568,-0.7877533196197519,49.557522123893804,46,-2.0798062837556808,-1.8345625409853459,45.65217391304348,0.4704427337297286,-2.908837362106309
QQQ,14966,2026-03-04,5.691964285714286,0.2327582433660484,120,0.013321134202725996,0.05723163231549419,0.17185213044031186,-0.11462049812481767,0.30707426548648614,47.5,45,-5.376778087357104,-4.239573405119693,28.888888888888886,0.16639612235655823,-5.376778087357104
SNDK,14971,2026-03-04,1.4229910714285714,1.1866583484989506,95,-0.20096811982874113,-0.16935634429484558,0.03370810145194489,-0.20306444574679047,-1.1225757169384467,50.526315789473685,46,-0.7373446822773966,-0.6931407663889645,45.65217391304348,0.8006783416193044,-1.6527330973815757
MSTR,15001,2026-03-04,0.08370535714285714,0.8755725347100196,99,0.11022753320726275,0.1258919493674718,0.04568439325617675,0.08020755611129506,0.8884526523971648,60.60606060606061,34,0.050636941465564966,0.07323066602416607,50.0,1.0241782741951553,-1.3434102938616466
