symbol,bars,first,dead_bar_pct,sigma_pct,events,ev_mean_pct,ev_mean_sd,cost_sd,net_sd,ev_t,ev_win_pct,trades,return_pct,sharpe,win_pct,pf,max_dd_pct
MU,14971,2026-03-04,1.9558535903883765,0.8012864378523538,118,0.4343679837666644,0.5420882761111973,0.04991972671746438,0.4921685493937329,3.4561590135811815,62.71186440677966,53,3.4631930468568717,2.245795424338548,62.264150943396224,2.0229267682876975,-0.9400751439381794
NVDA,14973,2026-03-04,0.8098296565205251,0.3138101870252761,75,0.0561141965854676,0.1788157265300882,0.1274655879695141,0.051350138560574105,1.240727895549331,62.66666666666667,34,-2.1360708876125845,-2.233759090835748,47.05882352941176,0.3528437119208002,-2.414794343011939
AAPL,14968,2026-03-04,5.199888174447861,0.1926525000247831,68,0.13636896103989174,0.7078494233002377,0.20762772346506972,0.500221699835168,3.64038527887116,76.47058823529412,27,-0.11801718968402763,-0.14894468426393762,48.148148148148145,0.9359541133188,-1.0335153493290727
TSLA,15001,2026-03-04,0.05541701302299806,0.31413932021212554,74,-0.09787336930708324,-0.3115603905967369,0.1273320384502953,-0.4388924290470322,-1.5875681462101698,48.64864864864865,35,-5.963027603792015,-3.7675159707886134,28.57142857142857,0.12820178190910994,-6.283422920133653
AMD,14289,2026-03-11,4.8873280655545805,0.5474202509056691,95,-0.02253374313290716,-0.04116351760028357,0.07307000414000533,-0.1142335217402889,-0.2557283915617397,51.578947368421055,38,-1.2781932670638763,-1.0943613596582158,47.368421052631575,0.691719736955032,-3.066742728778471
GOOGL,14970,2026-03-04,7.3225265511458915,0.24289836504236934,83,0.07501209698564242,0.3088209217569574,0.16467793018295,0.14414299157400742,1.590692590836256,55.42168674698795,29,-2.719638069944519,-3.7467488608306065,20.689655172413794,0.1626124090993487,-2.7683510702080305
MSFT,14969,2026-03-04,10.092256080514398,0.22709423501663675,90,0.09814549936444077,0.43217961634847624,0.17613833304517673,0.2560412833032995,2.2783362177744912,65.55555555555556,32,-2.670664685675672,-3.0252442042776093,18.75,0.20596807783434415,-2.691957512098375
AMZN,15002,2026-03-04,3.6288088642659284,0.21764318783001574,73,-0.019091344731338604,-0.08771854943720718,0.18378705255521668,-0.27150560199242385,-0.575515046564721,52.054794520547944,30,-4.691212951976631,-3.8459409888804785,20.0,0.07240108632924451,-4.817618821460323
INTC,15001,2026-03-04,0.30479357162648935,0.6793119324672008,105,0.25055490521847895,0.3688363080985281,0.058883111113216494,0.3099531969853116,1.7942058243953034,60.952380952380956,52,1.1995503682464825,0.9500202074340438,63.46153846153846,1.2433790984757995,-1.9523479535716537
ORCL,14289,2026-03-11,7.49195200468247,0.42603037028475893,80,0.24577034339174048,0.5768845616040646,0.09389002003135123,0.48299454157271343,3.5817584637127458,66.25,36,0.227934406235053,0.2463444892841835,55.55555555555556,1.0835874649181185,-1.2966055938180898
PLTR,15001,2026-03-04,2.826267664172901,0.3754939952627886,82,0.2214541377762952,0.5897674545269653,0.10652633731734137,0.4832411172096239,3.3591851378417337,69.51219512195121,31,0.7743765754054,0.6478468707617501,61.29032258064516,1.3514577459945036,-1.4605119816935908
COIN,15002,2026-03-04,0.02770083102493075,0.5263943527728766,77,0.2061284261433901,0.39158555759113234,0.07598865715274647,0.31559690043838584,2.052408551407603,61.038961038961034,33,0.4607817232474831,0.3968930487782038,51.515151515151516,1.1448529083984256,-1.308851116791676
QQQ,14966,2026-03-04,5.255800950517194,0.19790502480067568,94,-0.02730118594244905,-0.13795094879448377,0.20211715210509115,-0.34006810089957495,-0.8837313012907727,46.808510638297875,37,-4.990969030890902,-3.6694100531408083,21.62162162162162,0.16006229268436248,-5.111084874666871
SNDK,14971,2026-03-04,0.6146968426934898,0.9034250435355538,113,0.25596590386423296,0.2833283244645404,0.04427594772385322,0.2390523767406872,1.8671245836193007,56.63716814159292,52,-0.302892151926748,-0.18182496048810262,53.84615384615385,0.9366492219911435,-1.7412695926295019
MSTR,15001,2026-03-04,0.0,0.6146453055105814,76,0.19073826424416918,0.31032249418341246,0.06507818353346455,0.2452443106499479,1.5831870988301993,56.57894736842105,34,0.39379285849763246,0.2988165470178072,52.94117647058824,1.1065226599036404,-2.306044698785492
